N,P,K,temperature,humidity,ph,rainfall,label
18.5,141.3,204.6,23.91,82.93,5.75,69.63,grapes
18.0,133.7,200.8,29.2,82.8,5.7,67.65,grapes
14.5,130.7,202.6,16.28,82.05,6.24,69.25,grapes
24.6,131.6,200.6,23.29,83.33,5.61,69.09,grapes
23.0,135.8,203.7,22.07,84.35,5.84,73.32,grapes
28.2,126.8,200.8,24.62,83.28,5.94,69.23,grapes
33.7,131.9,202.1,23.31,84.58,5.83,68.46,grapes
35.2,129.7,204.0,31.69,82.31,5.55,69.95,grapes
21.0,139.8,204.0,19.86,83.5,6.19,72.68,grapes
25.0,120.4,199.6,16.33,82.25,6.25,70.76,grapes
31.5,134.6,196.8,10.0,82.69,5.95,67.56,grapes
3.0,127.9,199.5,29.99,82.74,6.4,67.41,grapes
28.8,132.8,201.7,21.73,83.84,6.07,68.3,grapes
19.9,131.0,201.2,16.15,82.46,6.1,70.08,grapes
33.5,137.3,200.0,26.63,82.87,6.1,65.44,grapes
17.0,123.2,203.2,24.54,82.26,6.22,71.06,grapes
8.7,132.1,199.2,11.92,81.64,5.95,69.71,grapes
5.2,139.7,199.7,25.28,83.0,5.8,71.14,grapes
16.3,126.9,201.4,36.19,83.41,6.23,68.7,grapes
4.0,141.8,205.0,36.57,82.08,5.71,67.34,grapes
3.2,131.8,204.0,23.94,82.88,6.34,68.99,grapes
40.0,145.0,199.7,20.67,83.37,5.91,67.11,grapes
32.8,140.1,200.4,15.53,80.96,6.03,68.75,grapes
96.6,23.9,51.8,26.53,82.52,6.41,53.79,watermelon
104.5,27.1,51.1,26.89,86.35,6.77,48.38,watermelon
100.1,23.2,54.0,26.05,84.79,6.84,40.0,watermelon
85.8,21.8,50.0,25.95,85.16,6.64,45.93,watermelon
105.7,23.7,53.1,27.0,85.61,6.57,42.38,watermelon
94.7,16.3,52.6,25.04,86.99,6.5,49.11,watermelon
102.5,15.1,48.9,24.22,84.38,6.38,47.42,watermelon
104.2,21.6,50.6,26.25,86.44,6.43,47.69,watermelon
103.1,21.1,53.5,26.39,83.65,6.47,53.36,watermelon
110.7,23.4,49.8,24.56,82.5,6.57,51.71,watermelon
89.0,17.8,51.6,24.64,87.76,6.41,56.29,watermelon
94.7,11.1,48.9,25.43,84.03,6.45,51.67,watermelon
98.3,17.1,45.7,25.79,84.78,6.9,45.3,watermelon
81.9,21.4,50.9,24.74,81.18,6.88,57.07,watermelon
80.0,14.6,54.2,25.14,83.77,6.43,44.4,watermelon
83.0,24.1,45.4,25.69,87.22,6.14,45.38,watermelon
112.1,20.8,48.5,26.4,88.02,6.57,45.5,watermelon
95.9,19.3,49.5,26.2,81.18,6.13,50.9,watermelon
95.1,13.6,45.6,25.51,84.87,6.66,50.34,watermelon
98.7,24.9,46.7,25.9,80.82,6.29,43.94,watermelon
107.8,17.1,50.0,24.67,84.25,6.31,51.92,watermelon
90.1,25.8,45.8,24.9,89.19,6.39,43.43,watermelon
102.2,14.5,47.9,24.68,90.0,6.44,40.37,watermelon
114.9,21.3,48.1,24.8,86.68,6.44,40.37,watermelon
117.9,14.8,53.7,26.46,82.5,6.76,46.74,watermelon
81.3,14.8,51.0,25.15,84.23,6.79,50.53,watermelon
91.6,21.9,50.5,24.0,86.07,6.6,50.1,watermelon
108.9,13.3,50.8,24.32,86.02,6.99,45.03,watermelon
92.4,13.1,50.3,24.7,86.05,6.71,52.67,watermelon
82.3,23.7,52.3,26.12,85.93,6.56,55.16,watermelon
119.2,11.5,52.7,25.44,84.68,6.12,48.58,watermelon
90.0,14.6,47.3,25.16,83.98,6.52,41.93,watermelon
85.5,19.8,48.0,26.31,85.56,6.65,57.05,watermelon
96.9,13.9,52.2,25.88,84.53,6.85,48.94,watermelon
100.3,17.6,47.7,25.56,88.49,6.61,50.16,watermelon
98.4,19.6,51.9,25.96,84.17,6.58,52.4,watermelon
89.9,18.6,45.0,25.86,86.65,6.69,48.02,watermelon
103.1,26.4,53.5,25.48,85.35,6.78,42.5,watermelon
96.8,25.8,52.4,25.78,81.24,6.49,47.05,watermelon
103.3,12.4,47.4,24.0,88.05,6.4,50.79,watermelon
100.0,10.8,46.9,24.75,83.19,6.59,46.02,watermelon
117.5,23.9,52.0,25.41,88.79,6.45,49.84,watermelon
101.7,21.9,51.6,25.14,83.67,6.66,53.58,watermelon
96.1,7.6,49.5,25.97,89.51,6.2,47.87,watermelon
96.1,26.0,49.9,24.82,86.4,6.4,43.88,watermelon
91.1,28.3,51.0,25.58,84.38,6.57,51.4,watermelon
102.9,18.2,52.2,25.52,82.56,6.35,40.1,watermelon
120.0,22.9,47.9,25.29,83.41,6.89,42.9,watermelon
101.1,16.8,52.1,25.42,80.6,6.44,45.14,watermelon
100.8,26.5,45.7,24.9,83.62,6.4,53.7,watermelon
98.3,20.1,48.4,25.67,86.94,6.32,53.91,watermelon
100.5,24.0,49.5,25.79,84.9,6.48,51.29,watermelon
105.4,9.7,53.6,24.11,83.29,6.48,52.06,watermelon
115.8,5.9,48.7,24.0,85.08,6.57,57.95,watermelon
101.2,24.0,51.5,25.17,81.48,6.57,42.54,watermelon
113.0,16.5,53.0,25.14,85.67,6.55,49.77,watermelon
95.7,20.0,47.7,24.59,88.11,6.68,50.33,watermelon
116.7,15.8,53.3,25.63,82.44,6.96,54.95,watermelon
98.8,22.0,49.0,26.12,80.0,6.25,54.9,watermelon
97.5,18.8,46.6,26.89,87.98,6.45,47.98,watermelon
110.3,29.9,52.4,27.0,82.69,6.3,44.06,watermelon
104.4,18.6,49.6,26.11,88.08,6.12,47.02,watermelon
108.2,14.6,48.0,26.26,81.78,6.42,51.64,watermelon
94.3,22.4,48.6,26.56,84.69,6.67,53.73,watermelon
93.7,5.0,50.9,25.55,86.39,6.44,47.85,watermelon
120.0,8.3,51.8,25.07,84.16,6.42,45.98,watermelon
105.7,26.2,51.2,25.58,82.53,6.63,60.0,watermelon
96.2,15.2,48.6,25.13,80.0,6.6,45.77,watermelon
83.9,22.2,47.3,25.25,88.67,6.15,42.34,watermelon
102.7,24.7,46.1,25.81,86.45,6.0,53.99,watermelon
108.8,15.6,53.1,26.35,85.26,6.39,45.14,watermelon
99.6,21.1,49.2,24.0,88.17,6.55,48.1,watermelon
108.6,27.0,45.0,25.83,81.43,6.62,50.64,watermelon
106.4,14.4,45.3,25.16,86.02,6.75,44.14,watermelon
110.3,13.5,50.9,25.12,85.46,6.72,43.86,watermelon
93.2,18.7,55.0,24.85,90.0,7.0,49.51,watermelon
97.0,13.2,49.8,24.44,84.81,6.87,46.94,watermelon
97.6,6.9,50.9,25.7,85.16,6.45,48.54,watermelon
105.0,17.3,50.8,25.66,87.81,6.67,50.96,watermelon
115.2,20.1,53.3,25.96,80.4,6.83,50.68,watermelon
99.5,19.3,49.1,25.67,83.52,6.82,49.43,watermelon
96.2,11.7,50.7,25.64,85.97,6.24,41.99,watermelon
106.3,26.8,47.4,26.69,85.71,6.5,48.01,watermelon
86.2,23.7,48.1,24.92,87.48,6.03,42.38,watermelon
99.8,19.3,51.2,25.27,90.0,6.44,48.85,watermelon
92.0,18.3,51.5,26.4,81.28,6.44,52.23,watermelon
105.9,17.5,51.4,24.89,88.89,6.75,43.28,watermelon
89.2,11.0,51.7,24.54,84.17,6.61,49.67,watermelon
102.6,10.8,51.5,25.04,84.19,6.56,50.52,watermelon
100.2,12.8,49.3,25.5,81.56,6.38,51.94,watermelon
87.2,24.7,53.2,24.57,88.39,6.46,52.09,watermelon
95.0,23.3,51.0,24.89,82.09,6.13,50.94,watermelon
105.7,21.6,49.7,24.63,83.29,6.79,47.58,watermelon
101.4,10.8,50.8,25.16,87.62,6.69,47.52,watermelon
98.7,14.1,46.5,24.86,85.5,6.58,50.74,watermelon
97.0,23.3,50.2,26.03,80.57,6.0,51.42,watermelon
85.8,16.2,49.2,26.69,86.0,6.54,54.18,watermelon
103.7,14.6,52.7,24.67,85.81,6.11,51.02,watermelon
101.9,28.0,46.1,25.05,87.06,6.58,50.9,watermelon
90.4,13.8,53.1,25.46,85.94,6.47,44.08,watermelon
109.3,20.6,55.0,27.74,93.53,6.14,25.39,muskmelon
109.8,5.0,49.5,28.08,91.62,6.48,27.8,muskmelon
98.7,18.8,50.3,28.5,91.14,6.62,25.74,muskmelon
103.9,12.5,48.9,28.37,90.58,6.06,23.5,muskmelon
105.2,13.4,47.5,27.89,91.93,6.33,30.0,muskmelon
110.5,23.9,52.9,27.75,90.97,6.18,28.34,muskmelon
94.5,9.7,48.9,28.32,92.84,6.45,22.93,muskmelon
106.9,13.5,49.6,29.02,91.7,6.29,26.48,muskmelon
91.4,15.1,51.4,30.0,93.26,6.49,26.33,muskmelon
89.3,18.2,49.9,28.74,92.65,6.48,24.22,muskmelon
100.6,9.8,49.2,29.54,92.9,6.4,29.74,muskmelon
86.4,10.6,54.3,28.53,92.2,6.16,26.12,muskmelon
105.4,10.7,49.6,28.25,92.82,6.18,28.13,muskmelon
109.2,15.2,49.5,28.4,91.53,6.31,24.32,muskmelon
116.1,23.4,52.3,28.78,91.1,6.39,27.43,muskmelon
87.4,21.5,55.0,29.3,94.27,6.44,27.42,muskmelon
92.8,22.5,51.6,28.72,94.15,6.29,24.53,muskmelon
101.0,11.1,50.6,27.21,93.81,6.41,23.7,muskmelon
91.7,16.0,51.7,28.91,91.62,6.23,26.64,muskmelon
92.8,17.9,50.3,28.73,93.57,6.15,20.22,muskmelon
94.3,28.8,55.0,29.87,92.26,6.04,20.0,muskmelon
93.9,16.3,53.3,29.15,92.78,6.22,22.6,muskmelon
102.5,21.9,51.0,27.72,93.31,6.49,22.32,muskmelon
92.2,21.8,49.4,29.69,93.13,6.3,24.97,muskmelon
100.6,12.9,47.7,29.03,93.56,6.52,28.79,muskmelon
94.6,28.0,47.7,27.74,90.3,6.31,23.74,muskmelon
105.3,19.0,47.0,28.21,92.04,6.04,22.55,muskmelon
92.3,26.5,50.5,29.0,90.63,6.64,28.25,muskmelon
80.0,13.1,51.2,28.98,91.65,6.34,23.51,muskmelon
101.1,25.0,48.1,29.25,91.52,6.23,27.05,muskmelon
109.2,22.8,46.7,28.15,93.53,6.41,22.32,muskmelon
104.6,13.0,54.5,29.66,93.26,6.67,25.16,muskmelon
107.7,26.7,50.6,28.31,90.37,6.38,27.06,muskmelon
109.5,20.7,48.6,27.02,91.88,6.34,24.22,muskmelon
106.2,29.9,50.3,28.34,92.18,6.42,22.93,muskmelon
101.2,20.3,50.5,28.84,93.04,6.05,26.59,muskmelon
93.3,10.7,47.2,28.83,92.22,6.06,26.2,muskmelon
85.6,18.4,50.6,29.16,94.73,6.13,24.87,muskmelon
97.2,20.2,50.5,28.24,91.95,6.18,27.47,muskmelon
104.6,23.2,49.2,28.01,91.15,6.47,22.4,muskmelon
118.5,9.3,50.7,29.68,93.25,6.44,22.58,muskmelon
86.2,22.3,53.8,28.17,91.08,6.0,22.55,muskmelon
98.9,27.5,51.7,28.73,92.0,6.28,28.51,muskmelon
102.0,5.0,48.3,27.86,91.82,6.51,24.73,muskmelon
99.2,25.7,48.3,29.9,91.66,6.42,24.3,muskmelon
101.2,20.3,51.1,27.94,91.1,6.8,23.79,muskmelon
107.0,7.5,49.3,28.4,93.09,6.0,25.42,muskmelon
88.5,19.5,47.4,27.86,92.16,6.19,23.81,muskmelon
88.1,6.0,52.5,27.53,92.28,6.55,23.46,muskmelon
91.7,18.9,52.8,27.62,92.31,6.05,24.02,muskmelon
100.3,12.2,48.9,27.44,92.6,6.61,22.26,muskmelon
93.8,20.6,53.0,27.38,92.29,6.46,24.74,muskmelon
80.0,20.6,53.8,28.59,91.21,6.3,29.42,muskmelon
109.1,21.5,50.9,28.0,92.25,6.38,26.37,muskmelon
115.1,24.5,46.5,28.67,93.42,6.52,23.43,muskmelon
120.0,9.5,47.3,28.68,95.0,6.23,24.34,muskmelon
110.8,17.4,49.2,28.92,92.84,6.61,28.23,muskmelon
103.1,19.3,50.5,28.87,92.57,6.4,27.99,muskmelon
115.2,8.1,50.0,27.98,92.11,6.48,26.67,muskmelon
98.9,5.5,47.6,29.17,90.0,6.64,26.3,muskmelon
113.2,16.3,45.0,28.82,94.09,6.58,23.34,muskmelon
100.9,14.2,48.0,29.22,91.0,6.22,22.24,muskmelon
85.1,18.4,52.9,28.36,90.62,6.57,29.21,muskmelon
93.5,14.5,51.3,29.72,91.85,6.13,26.58,muskmelon
108.0,17.5,48.6,29.25,93.16,6.25,25.12,muskmelon
86.5,21.8,49.3,28.17,92.46,6.41,27.24,muskmelon
105.9,16.5,51.9,28.8,91.97,6.38,24.63,muskmelon
105.1,15.2,49.0,29.98,93.67,6.25,26.43,muskmelon
101.2,19.9,50.3,29.39,92.93,6.39,27.61,muskmelon
102.3,18.3,50.8,28.43,92.51,6.28,23.12,muskmelon
90.0,8.8,47.8,28.37,92.63,6.35,20.0,muskmelon
115.7,24.3,51.1,29.93,91.28,6.78,22.59,muskmelon
102.4,9.5,50.0,28.79,92.31,6.54,25.25,muskmelon
94.8,14.0,52.0,28.01,93.64,6.64,20.83,muskmelon
111.3,30.0,50.6,28.95,93.8,6.34,25.46,muskmelon
86.9,18.4,51.2,28.89,93.83,6.25,23.67,muskmelon
119.0,16.6,50.5,28.45,91.47,6.72,23.68,muskmelon
88.7,14.7,45.0,28.01,91.29,6.52,23.32,muskmelon
108.9,26.2,52.0,28.34,92.68,6.1,24.67,muskmelon
91.4,21.8,55.0,28.87,90.01,6.33,25.31,muskmelon
100.9,12.9,50.6,27.57,91.32,6.53,22.46,muskmelon
105.4,8.9,54.4,27.92,92.22,6.47,23.59,muskmelon
101.4,21.1,52.4,29.09,92.29,6.37,30.0,muskmelon
109.5,11.7,50.2,28.25,92.33,6.15,23.97,muskmelon
118.1,21.1,45.0,29.41,93.86,6.33,26.79,muskmelon
91.4,14.6,53.7,28.3,90.16,6.39,24.8,muskmelon
112.0,17.6,48.9,29.28,92.65,6.25,27.89,muskmelon
101.9,17.5,50.4,27.7,91.84,6.4,24.51,muskmelon
112.7,18.9,52.1,28.51,93.82,6.48,25.03,muskmelon
99.9,11.5,51.3,28.47,91.87,6.62,21.87,muskmelon
95.8,23.9,50.8,28.46,92.81,6.44,21.21,muskmelon
96.5,27.6,48.4,28.26,91.82,6.38,23.54,muskmelon
104.9,18.7,51.9,27.71,92.07,6.35,26.14,muskmelon
92.1,23.2,53.0,27.76,91.89,6.29,30.0,muskmelon
95.7,28.0,46.8,27.76,91.64,6.23,24.33,muskmelon
92.9,12.4,52.9,29.42,93.69,6.5,25.23,muskmelon
95.0,11.5,50.9,27.62,91.26,6.63,29.75,muskmelon
103.9,24.4,49.4,27.5,93.27,6.51,25.18,muskmelon
97.6,23.5,47.5,27.92,91.24,6.42,22.28,muskmelon
93.2,13.1,49.3,27.38,92.61,6.65,25.34,muskmelon
35.4,140.8,201.9,22.56,92.53,6.19,110.05,apple
1.2,135.6,197.2,21.78,92.5,5.98,103.67,apple
21.7,138.5,197.2,23.45,90.55,6.5,109.93,apple
21.5,120.7,199.8,22.67,92.39,5.86,106.58,apple
31.3,132.7,203.9,22.11,91.96,6.2,102.36,apple
7.9,139.4,197.1,21.14,94.84,5.65,113.65,apple
20.7,120.0,199.3,22.84,92.94,6.23,110.08,apple
27.1,128.2,196.5,21.53,90.67,6.25,103.03,apple
22.7,130.8,199.7,23.52,91.95,6.15,112.73,apple
18.5,145.0,196.4,23.47,93.32,5.88,122.68,apple
1.5,129.2,197.0,22.81,91.11,6.11,111.33,apple
15.2,134.9,199.3,21.68,95.0,5.88,100.0,apple
11.6,124.6,202.1,22.74,93.0,5.91,110.75,apple
16.3,132.0,202.1,22.75,93.13,6.12,118.03,apple
22.9,134.7,203.0,22.0,91.43,5.7,113.64,apple
1.5,135.4,199.7,23.35,91.66,5.95,119.51,apple
33.8,128.2,200.5,22.72,92.97,5.93,120.51,apple
1.1,129.9,201.1,22.84,94.19,6.3,110.72,apple
33.0,128.0,202.3,23.86,94.02,6.03,110.43,apple
4.7,134.4,197.2,21.91,91.01,5.88,112.33,apple
22.7,128.7,202.7,22.34,91.52,6.06,124.77,apple
23.4,130.2,196.2,22.34,92.79,5.9,102.09,apple
11.5,141.6,203.6,21.84,93.34,5.71,121.28,apple
22.5,138.4,195.7,23.01,92.49,6.21,118.22,apple
20.7,128.7,201.9,22.45,91.41,5.77,103.27,apple
14.9,139.4,200.4,22.1,93.51,5.79,113.1,apple
18.2,137.4,196.1,21.86,90.45,5.94,120.07,apple
14.9,129.3,202.2,23.3,92.39,6.17,105.77,apple
33.8,145.0,201.3,21.0,91.8,6.15,109.87,apple
32.7,136.2,198.2,22.52,91.38,5.95,109.03,apple
31.7,145.0,196.4,21.06,92.19,5.62,112.79,apple
27.5,141.8,200.5,22.36,90.03,6.01,112.95,apple
26.4,128.1,198.9,21.39,90.0,5.72,102.69,apple
23.4,129.3,198.7,21.76,90.0,6.38,106.25,apple
15.9,123.4,202.4,22.61,91.47,5.9,122.99,apple
19.3,131.4,197.6,21.08,92.3,6.08,119.37,apple
0.0,125.5,198.5,22.5,92.32,5.97,115.05,apple
11.0,138.3,201.1,22.26,94.5,6.39,118.33,apple
0.0,142.4,202.0,24.0,94.05,6.39,117.99,apple
33.5,145.0,200.5,21.32,92.12,6.1,112.97,apple
7.5,122.3,198.1,23.11,94.48,6.23,119.11,apple
19.2,121.6,198.9,22.31,91.88,6.01,115.26,apple
28.5,130.8,195.2,22.14,92.55,6.31,108.95,apple
25.1,134.3,200.1,23.2,91.67,5.86,112.43,apple
13.6,135.7,198.2,22.67,92.37,6.05,109.63,apple
16.6,133.1,200.5,22.5,94.63,5.75,112.1,apple
4.3,134.8,197.2,22.29,92.03,6.07,109.05,apple
14.0,141.5,200.7,22.08,92.19,6.41,111.03,apple
13.1,128.2,198.6,22.05,90.9,5.72,107.32,apple
25.9,130.1,199.5,23.45,94.12,5.93,108.56,apple
11.4,136.8,199.5,22.21,91.48,5.81,114.5,apple
6.8,138.7,198.7,22.39,90.83,6.0,110.45,apple
19.5,141.7,200.4,21.9,91.61,6.15,120.62,apple
22.8,136.8,201.5,23.56,90.06,6.17,118.65,apple
6.6,127.0,197.9,21.95,91.9,6.06,117.91,apple
30.8,127.3,197.9,23.49,93.31,6.02,115.46,apple
19.7,135.8,199.2,22.7,90.61,5.83,108.27,apple
16.3,126.7,198.7,21.36,93.19,5.98,101.84,apple
11.7,134.6,198.6,21.98,92.41,6.09,103.52,apple
25.5,127.5,200.0,22.47,91.84,5.74,110.71,apple
36.3,124.0,204.2,22.31,92.54,5.73,107.68,apple
15.0,126.0,199.5,22.19,94.81,5.71,113.14,apple
22.5,125.8,201.7,22.2,90.0,6.16,105.52,apple
9.5,136.8,199.1,23.19,94.01,5.84,117.46,apple
12.4,145.0,198.3,23.27,93.55,6.08,108.31,apple
18.5,120.0,200.6,22.76,92.67,5.5,104.59,apple
12.5,134.3,200.7,22.37,93.29,5.74,116.31,apple
24.7,134.9,199.5,23.87,93.12,5.76,114.05,apple
27.5,128.8,202.7,22.79,90.0,6.07,109.96,apple
25.4,138.4,200.5,23.75,92.28,6.16,117.53,apple
19.0,137.4,198.5,22.18,90.86,6.06,114.53,apple
31.8,137.4,199.3,21.62,93.04,6.28,117.22,apple
30.8,131.2,198.8,21.95,92.43,5.98,113.79,apple
18.7,131.7,198.1,23.21,92.6,5.96,107.83,apple
6.7,140.7,201.4,21.28,93.45,6.23,113.28,apple
36.0,133.9,196.5,22.77,92.81,5.85,116.08,apple
3.3,138.7,197.8,21.76,92.36,6.11,113.52,apple
12.6,129.3,197.2,22.33,93.84,6.0,117.87,apple
34.6,128.8,199.5,24.0,94.31,5.58,114.92,apple
20.0,137.7,198.1,21.87,91.65,5.86,117.6,apple
8.2,128.6,195.5,23.26,94.09,5.92,110.64,apple
24.5,141.7,201.0,21.98,90.48,5.72,112.96,apple
13.4,133.7,198.6,21.71,91.03,6.39,118.06,apple
37.3,135.9,198.9,23.49,92.46,6.06,112.23,apple
0.0,142.5,201.2,22.75,92.42,6.04,108.77,apple
26.2,124.3,200.5,22.92,92.25,6.09,106.3,apple
10.3,134.0,201.7,21.09,93.15,5.86,111.29,apple
6.6,127.2,202.4,22.52,92.02,5.97,115.56,apple
24.4,132.0,202.7,23.23,93.02,6.01,116.61,apple
23.1,139.1,202.2,21.74,91.14,5.82,118.6,apple
4.2,135.0,200.9,23.37,92.73,5.66,106.5,apple
8.2,129.1,199.5,21.63,94.34,5.67,120.91,apple
31.9,138.1,198.3,22.76,90.9,6.23,112.04,apple
15.9,124.9,195.0,21.72,93.89,5.9,111.44,apple
26.6,143.8,203.3,21.77,90.07,6.5,125.0,apple
21.9,124.6,202.4,22.42,92.36,6.22,114.59,apple
8.1,130.5,201.7,22.88,92.83,6.23,110.24,apple
21.8,120.0,198.9,23.07,92.01,5.88,105.99,apple
30.0,135.9,202.1,21.21,92.3,5.93,110.75,apple
13.8,130.3,202.1,21.07,94.72,6.12,112.24,apple
29.1,8.4,8.3,21.74,94.21,6.98,112.25,orange
14.1,20.5,14.2,28.72,92.4,7.34,112.89,orange
25.1,24.4,12.8,21.71,93.3,6.81,105.38,orange
17.3,17.0,5.8,27.88,90.0,8.0,117.51,orange
17.4,17.6,10.8,18.82,92.74,6.93,109.53,orange
21.8,9.3,10.1,23.52,92.66,6.89,115.69,orange
16.5,18.9,13.2,22.0,92.77,6.95,116.19,orange
17.4,25.5,9.7,17.13,93.35,6.85,113.1,orange
0.0,17.5,8.9,15.85,91.81,6.71,109.76,orange
6.3,19.5,13.4,24.26,93.51,7.55,116.18,orange
38.7,14.4,8.2,27.4,93.39,7.39,119.45,orange
20.1,20.2,7.5,35.0,92.08,6.85,108.27,orange
13.6,12.9,8.7,13.96,91.52,7.97,113.68,orange
29.3,24.9,14.6,11.43,90.96,6.6,107.65,orange
17.0,14.7,10.5,22.72,91.6,6.0,105.04,orange
14.5,16.0,7.2,19.43,91.09,6.94,104.63,orange
11.5,9.3,9.6,17.08,93.63,7.2,109.65,orange
12.0,19.9,11.7,23.39,94.5,7.23,114.57,orange
21.3,21.7,8.0,19.64,92.94,7.17,112.54,orange
31.0,8.6,7.6,23.93,91.59,8.0,112.58,orange
19.2,14.3,8.8,22.69,92.64,6.77,108.63,orange
33.4,26.2,10.6,14.12,93.17,7.78,116.85,orange
27.3,26.4,10.1,26.43,91.65,7.15,116.65,orange
14.1,12.1,10.2,21.08,93.31,6.77,118.59,orange
7.1,25.3,8.1,11.28,92.8,6.87,104.45,orange
3.2,17.4,12.4,26.16,92.57,7.24,109.86,orange
5.7,8.6,9.5,21.5,93.56,7.38,113.03,orange
17.2,8.9,11.0,25.78,90.0,6.58,106.54,orange
21.2,12.5,9.9,21.18,92.3,6.64,106.81,orange
9.2,19.9,11.4,17.68,94.4,6.84,117.65,orange
13.6,5.0,11.0,24.05,92.54,6.68,109.83,orange
14.9,15.6,12.1,23.65,93.26,6.88,108.29,orange
8.5,15.2,5.0,18.81,92.4,7.28,108.66,orange
23.5,5.0,9.9,12.0,90.99,6.91,116.38,orange
23.7,17.6,10.0,18.04,91.82,7.21,103.07,orange
25.9,15.1,12.1,28.51,90.41,6.71,105.72,orange
1.9,11.0,15.0,26.31,94.9,7.41,106.29,orange
16.2,21.2,11.1,18.89,90.61,8.0,109.29,orange
16.7,18.2,9.4,23.27,94.11,6.94,104.19,orange
18.4,14.6,13.6,29.82,92.63,6.36,103.87,orange
20.2,19.6,9.1,19.5,91.76,6.99,100.0,orange
9.0,13.6,13.0,17.41,92.73,7.11,116.49,orange
32.6,17.1,8.8,18.35,92.2,6.78,112.77,orange
24.2,21.2,13.1,34.14,92.66,7.55,108.24,orange
31.9,24.1,12.5,23.09,91.66,6.3,109.8,orange
35.3,15.6,12.0,27.77,92.15,7.66,100.0,orange
7.8,11.8,8.0,24.6,92.86,7.2,112.98,orange
10.5,9.9,11.0,18.56,90.54,7.49,116.98,orange
35.6,18.7,11.6,31.06,91.7,7.56,111.38,orange
29.1,18.7,13.2,23.9,90.65,7.73,105.26,orange
32.5,16.9,12.9,29.59,93.04,7.25,112.11,orange
0.0,18.2,7.2,23.57,91.07,6.41,118.02,orange
30.7,17.5,10.5,20.95,93.21,6.66,114.97,orange
17.5,14.9,10.1,18.81,92.91,6.73,112.34,orange
32.2,13.0,9.7,25.38,91.96,7.23,112.78,orange
30.8,13.7,7.6,20.58,91.29,7.28,104.19,orange
40.0,25.6,10.0,27.92,90.45,8.0,107.05,orange
18.8,5.9,11.2,15.59,92.63,6.73,104.61,orange
12.0,18.9,6.8,17.82,93.33,8.0,112.39,orange
10.8,15.2,10.1,20.32,93.63,7.11,114.54,orange
16.9,25.8,9.6,16.43,95.0,6.09,106.31,orange
13.7,30.0,14.5,31.84,92.09,8.0,111.84,orange
29.8,18.6,9.9,20.93,92.24,7.3,111.84,orange
19.7,26.9,5.0,25.69,93.4,7.57,109.68,orange
22.1,23.7,13.7,20.62,92.83,7.84,100.0,orange
13.1,26.7,12.7,25.77,91.94,6.56,107.04,orange
35.5,13.6,10.3,17.79,93.55,6.73,109.51,orange
3.2,7.4,10.0,14.22,95.0,6.0,106.0,orange
20.2,15.2,7.2,16.51,91.26,6.86,119.76,orange
20.8,24.9,11.3,29.46,90.0,6.85,116.54,orange
14.3,28.5,13.7,19.57,91.87,6.49,106.85,orange
7.7,20.2,6.4,26.27,93.29,6.17,117.75,orange
25.1,22.2,8.1,26.39,93.91,6.95,120.0,orange
20.4,24.6,10.7,26.16,90.41,7.19,106.33,orange
11.5,28.4,9.5,16.23,92.05,6.35,117.17,orange
13.0,20.8,13.4,19.37,93.17,6.48,120.0,orange
29.4,16.3,8.1,21.79,92.08,7.98,103.87,orange
21.3,17.4,9.7,21.82,92.35,7.44,113.04,orange
24.2,5.0,10.7,12.15,93.31,7.74,105.37,orange
17.4,13.8,13.1,23.09,94.66,7.21,111.21,orange
20.7,22.6,5.7,23.03,92.41,7.36,109.06,orange
9.6,17.5,7.3,10.47,93.41,7.29,112.34,orange
33.0,13.3,6.4,22.06,92.07,6.58,109.6,orange
13.9,6.0,8.9,15.4,92.79,6.67,115.56,orange
36.0,21.7,6.1,31.91,94.47,7.01,116.61,orange
14.5,5.8,8.1,33.31,90.64,7.0,110.17,orange
14.9,14.7,10.2,18.99,90.72,7.11,115.37,orange
28.7,12.4,6.9,20.72,94.46,7.32,113.52,orange
28.9,20.1,10.3,26.64,91.82,6.29,113.61,orange
32.4,10.5,12.1,33.0,92.5,6.59,110.62,orange
14.5,13.6,11.1,12.48,90.7,7.01,109.89,orange
23.4,29.2,10.3,26.24,91.28,7.38,107.37,orange
20.7,16.8,12.6,14.31,90.0,6.89,112.34,orange
21.5,25.2,11.1,18.98,90.0,6.88,115.14,orange
16.1,17.7,11.1,16.15,93.28,7.82,109.14,orange
8.7,17.1,5.0,24.61,93.07,7.84,109.03,orange
24.1,12.1,9.1,12.97,92.26,6.85,111.5,orange
13.8,18.0,9.2,20.43,92.6,7.02,113.81,orange
18.8,15.3,9.5,18.03,92.05,8.0,105.44,orange
17.2,15.1,9.4,20.43,92.85,6.14,115.19,orange
56.3,49.7,45.0,28.37,92.2,7.0,246.36,papaya
31.9,53.2,49.9,34.83,90.86,6.73,243.21,papaya
39.0,59.1,51.9,37.92,93.22,6.69,246.79,papaya
53.1,58.3,48.5,30.89,92.59,7.0,245.75,papaya
43.9,52.3,48.8,44.0,92.0,6.86,244.06,papaya
52.6,62.4,48.6,30.13,94.57,6.87,246.98,papaya
57.9,60.4,55.0,33.73,93.22,6.57,242.94,papaya
38.0,65.5,45.0,31.39,90.0,6.65,243.77,papaya
63.8,60.0,47.9,39.1,92.52,6.75,241.99,papaya
40.1,52.3,50.1,33.91,94.43,6.8,240.0,papaya
